species_slug,dexnum_int,entry_order,flavor_text_en
hitmonlee,106,13,"Hitmonlee’s legs freely contract and stretch. Using these springlike legs, it bowls over foes with devastating kicks. After battle, it rubs down its legs and loosens the muscles to overcome fatigue."
hitmonlee,106,14,"When kicking, the sole of its foot turns as hard as a diamond on impact and destroys its enemy."
hitmonchan,107,1,"While apparently doing nothing, it fires punches in lightning fast volleys that are impossible to see."
hitmonchan,107,2,Punches in cork­ screw fashion. It can punch its way through a concrete wall in the same way as a drill.
hitmonchan,107,3,"Its punches slice the air. However, it seems to need a short break after fighting for three minutes."
hitmonchan,107,4,"Its punches slice the air. They are launched at such high speed, even a slight graze could cause a burn."
hitmonchan,107,5,"To increase the strength of all its punch moves, it spins its arms just before making contact."
hitmonchan,107,6,HITMONCHAN is said to possess the spirit of a boxer who had been working towards a world championship. This POKéMON has an indomitable spirit and will never give up in the face of adversity.
hitmonchan,107,7,A HITMONCHAN is said to possess the spirit of a boxer who aimed to become the world champion. Having an indomitable spirit means that it will never give up.
hitmonchan,107,8,The spirit of a pro boxer has infused this POKéMON. It throws punches that are faster than a bullet train.
hitmonchan,107,9,"While apparently doing nothing, it fires punches in lightning-fast volleys that are impossible to see."
hitmonchan,107,10,The arm-twisting punches it throws pulverize even concrete. It rests after three minutes of fighting.
hitmonchan,107,11,The spirit of a pro boxer has infused this Pokémon. It throws punches that are faster than a bullet train.
hitmonchan,107,12,Hitmonchan is said to possess the spirit of a boxer who had been working toward a world championship. This Pokémon has an indomitable spirit and will never give up in the face of adversity.
hitmonchan,107,13,Punches in corkscrew fashion. It can punch its way through a concrete wall like a drill.
lickitung,108,1,Its tongue can be extended like a chameleon's. It leaves a tingling sensation when it licks enemies.
lickitung,108,2,Its tongue spans almost 7 feet and moves more freely than its forelegs. Its licks can cause paralysis.
lickitung,108,3,"Its tongue has well-developed nerves that run to the very tip, so it can be deft­ ly manipulated."
lickitung,108,4,"Its long tongue, slathered with a gooey saliva, sticks to any­ thing, so it is very useful."
lickitung,108,5,It has a tongue that is over 6’6’’ long. It uses this long tongue to lick its body clean.
lickitung,108,6,"Whenever LICKITUNG comes across something new, it will unfailingly give it a lick. It does so because it memorizes things by texture and by taste. It is somewhat put off by sour things."
lickitung,108,7,"Whenever it sees something unfamiliar, it always licks the object because it memorizes things by texture and taste. It is somewhat put off by sour things."
lickitung,108,8,Its tongue is twice the length of its body. It can be moved like an arm for grabbing food and attacking.
lickitung,108,9,Its tongue can be extended like a chameleon’s. It leaves a tingling sensation when it licks enemies.
lickitung,108,10,"Instead of hands, it uses its tongue, which is twice its height. Its sticky saliva grips anything."
lickitung,108,11,"When it extends its over-six-foot- long tongue, its tail quivers. There is a possibility they are connected."
lickitung,108,12,"Its tongue has well-developed nerves that run to the very tip, so it can be deftly manipulated."
lickitung,108,13,"Its long tongue, slathered with a gooey saliva, sticks to anything, so it is very useful."
lickitung,108,14,"Being licked by its long, saliva-covered tongue leaves a tingling sensation. Extending its tongue retracts its tail."
lickitung,108,15,"Whenever Lickitung comes across something new, it will unfailingly give it a lick. It does so because it memorizes things by texture and by taste. It is somewhat put off by sour things."
lickitung,108,16,"It checks out whatever’s around it by licking everything. If you don’t clean off a spot where it’s licked you, you’ll break out in a rash!"
lickitung,108,17,"It licks filth clean with its tongue. Whatever it licks always stinks afterward, so whether it’s really clean is...questionable."
lickitung,108,18,Its tongue spans almost seven feet and moves more freely than its forelegs. Its licks can cause paralysis.
lickitung,108,19,"If this Pokémon’s sticky saliva gets on you and you don’t clean it off, an intense itch will set in. The itch won’t go away, either."
lickitung,108,20,"Bug Pokémon are Lickitung’s main food source. This Pokémon paralyzes its prey with a lick from its long tongue, then swallows the prey whole."
lickitung,108,21,"Wields its long tongue deftly, as though it were an arm. The Pokémon's viscous saliva, once it has been collected and boiled down, yields a strong and highly useful adhesive."
koffing,109,1,"Because it stores several kinds of toxic gases in its body, it is prone to exploding without warning."
koffing,109,2,"In hot places, its internal gases could expand and explode without any warning. Be very careful!"
koffing,109,3,"Its thin, filmy body is filled with gases that cause constant sniffles, coughs and teary eyes."
koffing,109,4,"The poisonous gases it contains are a little bit lighter than air, keeping it slight­ ly airborne."
koffing,109,5,"If one gets close enough to it when it expels poison­ ous gas, the gas swirling inside it can be seen."
koffing,109,6,"If KOFFING becomes agitated, it raises the toxicity of its internal gases and jets them out from all over its body. This POKéMON may also overinflate its round body, then explode."
koffing,109,7,"KOFFING embodies toxic substances. It mixes the toxins with raw garbage to set off a chemical reaction that results in a terribly powerful poison gas. The higher the temperature, the more gas is concocted by this POKéMON."
koffing,109,8,"Getting up close to a KOFFING will give you a chance to observe, through its thin skin, the toxic gases swirling inside. It blows up at the slightest stimulation."
koffing,109,9,"Its thin, balloon-like body is inflated by horribly toxic gases. It reeks when it is nearby."
koffing,109,10,"Lighter-than-air gases in its body keep it aloft. The gases not only smell, they are also explosive."
koffing,109,11,"The poisonous gases it contains are a little bit lighter than air, keeping it slightly airborne."
koffing,109,12,"Toxic gas is held within its thin, balloon-shaped body, so it can cause massive explosions."
koffing,109,13,"If Koffing becomes agitated, it raises the toxicity of its internal gases and jets them out from all over its body. This Pokémon may also overinflate its round body, then explode."
koffing,109,14,"Koffing embodies toxic substances. It mixes the toxins with raw garbage to set off a chemical reaction that results in a terribly powerful poison gas. The higher the temperature, the more gas is concocted by this Pokémon."
koffing,109,15,"Its body is full of poisonous gas. It floats into garbage dumps, seeking out the fumes of raw, rotting trash."
koffing,109,16,It adores polluted air. Some claim that Koffing used to be more plentiful in the Galar region than they are now.
weezing,110,1,"Where two kinds of poison gases meet, 2 KOFFINGs can fuse into a WEEZING over many years."
weezing,110,2,"It lives and grows by absorbing dust, germs and poison gases that are contained in toxic waste and garbage."
weezing,110,3,"If one of the twin KOFFING inflates, the other one deflates. It con­ stantly mixes its poisonous gases."
weezing,110,4,Top-grade perfume is made using its internal poison gases by diluting them to the high­ est level.
weezing,110,5,"When it inhales poisonous gases from garbage, its body expands, and its insides smell much worse."
weezing,110,6,"WEEZING loves the gases given off by rotted kitchen garbage. This POKéMON will find a dirty, unkempt house and make it its home. At night, when the people in the house are asleep, it will go through the trash."
